clip_id,source,model,profile,sweep_kind,prompt_id,pattern,register,timing_variant,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,seed,base_seed,noise_group,replicate,w_tech,w_cc,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,status
repeat_low_short-rep08__t-pizzicato__d-cc120__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,pizzicato,43,cc120,120,120,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-pizzicato__d-cc120__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-pizzicato__d-cc120__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc008__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc008,8,8,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc008__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc024__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc024,24,24,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc024__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc040__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc040,40,40,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc040__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc056__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc056,56,56,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc056__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc064__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc064,64,64,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc064__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep07__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,6138015818753938601,20260826,repeat_low_short-rep07,7,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep07__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep07__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep08__t-legato_slur__d-cc072__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc072,72,72,,3048503477317246771,20260826,repeat_low_short-rep08,8,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep08__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep08__t-legato_slur__d-cc072__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep01__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,3159882313200339653,20260826,repeat_low_short-rep01,1,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep01__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep01__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep02__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,1071946462249140289,20260826,repeat_low_short-rep02,2,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep02__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep02__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep03__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,5748817101582602111,20260826,repeat_low_short-rep03,3,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep03__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep03__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep04__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,5118201711027557523,20260826,repeat_low_short-rep04,4,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep04__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep04__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,5310610048151286256,20260826,repeat_low_short-rep05,5,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep05__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
repeat_low_short-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10,model,VIOLET,sweep_dense,dense,repeat_low_short,repeat,low,short,legato_slur,49,cc088,88,88,,3585942310230925150,20260826,repeat_low_short-rep06,6,1.0,1.0,62.0,True,0.75,data/midi/sweep/dense/repeat_low_short-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.mid,data/model_audio/sweep/repeat_low_short-rep06__t-legato_slur__d-cc088__s-dense__w-wt10_wc10.wav,planned
