clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__repeat_low__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,389
r__long_low__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_low__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,390
r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,391
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,392
r__long_mid__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,393
r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,394
r__leap_low__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,395
r__leap_high__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,396
r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,397
r__long_low__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,398
r__leap_high__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,399
r__leap_mid__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,400
r__leap_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,401
r__leap_high__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,402
r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,403
r__long_low__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,404
r__scale_high__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,405
r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,406
r__scale_mid__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,407
r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,408
r__scale_low__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,409
r__repeat_low__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,410
r__scale_low__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_low,scale,low,legato_slur,real_counterfactual_primary,49,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,411
r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,412
r__leap_mid__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,413
r__repeat_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,414
r__long_low__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,415
r__scale_mid__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,416
r__long_high__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,417
r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,418
r__long_mid__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,419
r__long_high__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,420
r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,421
r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,422
r__scale_high__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,423
r__leap_low__t-legato_slur__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-legato_slur__d-p__p-constant__v-V2__take02.wav,planned,424
r__long_high__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,425
r__repeat_high__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,426
r__leap_low__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,427
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,428
r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,429
r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,430
r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,431
r__scale_low__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,432
r__scale_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,433
r__long_mid__t-sustain__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,p,32,32,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-sustain__d-p__p-constant__v-V2__take02.wav,planned,434
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,435
r__leap_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,436
r__leap_mid__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,437
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,438
r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,439
r__long_high__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,staccato,real_counterfactual_primary,40,p,32,32,,V3,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,440
r__scale_mid__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,441
r__scale_low__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,442
r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,443
r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,444
r__scale_low__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,445
r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,446
r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,447
r__long_high__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,448
r__leap_high__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,449
r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,450
