clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__leap_mid__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,40,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,689
r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_high,repeat_slow,high,pizzicato,43,f,96,96,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,690
r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,691
r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,sustain,36,mf,64,64,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,692
r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_short_mid,long_short,mid,legato_slur,49,mf,64,64,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,693
r__long_high__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,sustain,36,mf,64,64,,V2,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,694
r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,43,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,695
r__scale_mid__t-staccato__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,staccato,40,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,planned,696
r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,legato_slur,49,f,96,96,,V3,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,697
r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,43,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,698
r__repeat_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,40,p,32,32,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,699
r__leap_mid__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,sustain,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,700
r__scale_low__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,sustain,36,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,701
r__long_short_mid__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_short_mid,long_short,mid,pizzicato,43,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_short_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,702
r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,f,96,96,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,703
r__long_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,sustain,36,mf,64,64,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,704
r__leap_low__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,staccato,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,705
r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_low,repeat_slow,low,sustain,36,p,32,32,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,706
r__scale_low__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,sustain,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,707
r__long_high__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,staccato,40,mf,64,64,,V2,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,708
r__leap_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,709
r__descend_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,descend_high,descend,high,sustain,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__descend_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__descend_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,710
r__leap_low__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,711
r__scale_low__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,712
r__repeat_low__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_low,repeat,low,sustain,36,p,32,32,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,713
r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,pizzicato,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,714
r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,sustain,36,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,715
r__repeat_low__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,40,p,32,32,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,716
r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,legato_slur,49,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,717
r__long_short_low__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_short_low,long_short,low,staccato,40,mf,64,64,,V1,P1,2,2,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_short_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,718
r__arpeggio_high__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_high,arpeggio,high,legato_slur,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__arpeggio_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,719
r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,36,p,32,32,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,720
r__repeat_low__t-staccato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,40,mf,64,64,,V2,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,planned,721
r__descend_mid__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,descend_mid,descend,mid,sustain,36,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__descend_mid__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__descend_mid__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,722
r__leap_low__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,43,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,723
r__leap_high__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,724
r__leap_high__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,sustain,36,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,725
r__long_short_low__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_short_low,long_short,low,staccato,40,p,32,32,,V1,P1,2,2,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_short_low__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_low__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,726
r__scale_mid__t-staccato__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,40,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-p__p-constant__v-V3__take01.wav,planned,727
r__long_high__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,staccato,40,f,96,96,,V2,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,728
r__scale_low__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,staccato,40,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,729
r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_low,repeat_slow,low,staccato,40,f,96,96,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,730
r__repeat_low__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,40,p,32,32,,V3,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,731
r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,staccato,40,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,732
r__long_short_high__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_short_high,long_short,high,legato_slur,49,f,96,96,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_short_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_short_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,733
r__scale_low__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,staccato,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,734
r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,43,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,735
r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,staccato,40,p,32,32,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,736
r__leap_mid__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,737
r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,49,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,738
r__long_short_mid__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_short_mid,long_short,mid,legato_slur,49,f,96,96,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_short_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_mid__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,739
r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,sustain,36,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,740
r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,legato_slur,49,p,32,32,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,741
r__long_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,staccato,40,f,96,96,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,742
r__scale_low__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,743
r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_mid,arpeggio,mid,legato_slur,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,744
r__long_mid__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,49,p,32,32,,V3,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,745
r__scale_high__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,sustain,36,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,746
r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,49,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,747
r__scale_mid__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,staccato,40,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,748
r__leap_high__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_high,leap,high,pizzicato,43,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_high__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,749
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,43,mf,64,64,,V2,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,750
r__long_mid__t-staccato__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,staccato,40,f,96,96,,V3,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,planned,751
r__repeat_mid__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,49,f,96,96,,V3,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,752
